Folio,ClienteID,VendedorID,Embarque,TimeID
SA0000099,0068,3,RUT,20170112
SA0000100,0008,3,RUT,20141126
SA0000101,5852,6,RUT,20181025
SA0000102,5852,6,RUT,20180812
SA0000103,0008,3,RUT,20220521
SA0000104,5449,9,MOS,20190624
SA0000105,5852,6,RUT,20151207
SA0000106,5852,6,RUT,20171103
SA0000107,5449,9,MOS,20180812
SA0000108,5852,6,RUT,20191123
SA0000109,5852,6,RUT,20200313
SA0000110,5852,6,RUT,20180416
SA0000111,5852,6,RUT,20210406
SA0000112,5852,6,RUT,20160609
SA0000113,5852,6,RUT,20180328
SA0000114,0012,3,RUT,20171220
SA0000115,5463,4,PAQ,20221226
SA0000116,5852,6,RUT,20170202
SA0000117,5852,6,RUT,20200512
SA0000118,5235,5,PAQ,20150306
SA0000119,5641,1,PAQ,20150620
SA0000120,5490,4,PAQ,20210310
SA0000121,5093,7,PAQ,20140214
SA0000122,5117,1,PAQ,20170625
SA0000123,5594,4,PAQ,20220405
SA0000124,5091,1,PAQ,20210603
SA0000125,5080,2,PAQ,20201006
SA0000126,5146,1,PAQ,20171121
SA0000127,5852,6,RUT,20201123
SA0000128,5852,6,RUT,20200511
SA0000129,5852,6,RUT,20200831
SA0000130,5852,6,RUT,20150906
SA0000131,5049,7,PAQ,20140612
SA0000132,5210,8,PAQ,20211128
SA0000133,5017,9,PAQ,20200723
SA0000134,5026,2,PAQ,20160508
SA0000135,5155,1,PAQ,20220214
SA0000136,5452,6,PAQ,20200113
SA0000137,5615,7,PAQ,20170609
SA0000138,5178,1,PAQ,20200213
SA0000139,5838,6,PAQ,20220508
SA0000140,5049,7,PAQ,20210317
SA0000141,5214,4,PAQ,20150513
SA0000142,5533,0,PAQ,20181102
SA0000143,5028,4,PAQ,20171210
SA0000144,5686,6,PAQ,20140106
SA0000145,5029,7,PAQ,20160708
SA0000146,0034,3,MOS,20201019
SA0000147,5050,7,PAQ,20150301
SA0000148,5028,4,PAQ,20151220
SA0000149,5028,4,PAQ,20221028
SA0000150,5214,4,PAQ,20160311
SA0000151,5018,7,PAQ,20161009
SA0000152,5049,7,PAQ,20200112
SA0000153,5686,6,PAQ,20170130
SA0000154,5631,9,PAQ,20191208
SA0000155,0098,3,MOS,20171205
SA0000156,0105,3,MOS,20200515
SA0000157,5852,6,RUT,20161029
SA0000158,5852,6,RUT,20200908
SA0000159,5852,6,RUT,20190613
SA0000160,5852,6,RUT,20191214
SA0000161,5081,2,RUT,20160706
SA0000162,5081,2,RUT,20150304
SA0000163,5081,2,RUT,20210422
SA0000164,5081,2,RUT,20140413
SA0000165,5081,2,RUT,20220505
SA0000166,5081,2,RUT,20141023
SA0000167,5081,2,RUT,20180806
SA0000168,5128,2,RUT,20220901
SA0000169,5128,2,RUT,20210921
SA0000170,0026,3,MOS,20140117
SA0000171,5020,8,PAQ,20220907
SA0000172,5275,8,PAQ,20190710
SA0000173,0093,3,RUT,20150920
SA0000174,0093,3,RUT,20201102
SA0000175,5117,1,PAQ,20170613
SA0000176,5734,5,PAQ,20190124
SA0000177,0011,3,MOS,20150124
SA0000178,5038,2,PAQ,20170227
SA0000179,5080,2,PAQ,20191019
SA0000180,0112,0,MOS,20210123
SA0000181,0112,0,RUT,20170211
SA0000182,5851,5,PAQ,20161023
SA0000183,5024,9,PAQ,20220220
SA0000184,5088,4,PAQ,20191130
SA0000185,5669,6,PAQ,20190516
SA0000186,5146,1,PAQ,20140328
SA0000187,5020,8,PAQ,20180901
SA0000188,5669,6,PAQ,20200703
SA0000189,5851,5,PAQ,20171208
SA0000190,5851,5,PAQ,20220226
SA0000191,5686,6,PAQ,20180119
SA0000192,5686,6,PAQ,20200107
SA0000193,5686,6,PAQ,20211201
SA0000194,5669,6,PAQ,20180726
SA0000195,5214,4,PAQ,20150925
SA0000196,5146,1,PAQ,20211219
SA0000197,5050,7,PAQ,20180206
SA0000198,5050,7,PAQ,20200617
SA0000199,5028,4,PAQ,20190328
SA0000200,5199,9,PAQ,20180205
SA0000201,5219,1,PAQ,20160310
SA0000202,5081,2,RUT,20200605
SA0000203,5449,9,MOS,20171002
SA0000204,5449,9,MOS,20160926
SA0000205,5449,9,MOS,20160629
SA0000206,5024,9,PAQ,20160714
SA0000207,5449,9,MOS,20180127
SA0000208,5029,7,PAQ,20140611
SA0000209,5210,8,PAQ,20220416
SA0000210,5038,2,PAQ,20171015
SA0000211,5669,6,PAQ,20201220
SA0000212,0105,3,MOS,20170324
SA0000213,5807,6,RUT,20170407
SA0000214,5807,6,RUT,20140521
SA0000215,5343,8,RUT,20220201
SA0000216,5343,8,RUT,20170114
SA0000217,5343,8,RUT,20181111
SA0000218,5095,8,RUT,20160502
SA0000219,5641,1,RUT,20170624
SA0000220,5641,1,RUT,20140214
SA0000221,5641,1,RUT,20190916
SA0000222,5641,1,RUT,20210314
SA0000223,5819,5,RUT,20200421
SA0000224,5230,8,RUT,20151215
SA0000225,5230,8,RUT,20210410
SA0000226,5819,5,RUT,20170912
SA0000227,5819,5,RUT,20191016
SA0000228,5819,5,RUT,20210714
SA0000229,5819,5,RUT,20220303
SA0000230,5819,5,RUT,20141202
SA0000231,5819,5,RUT,20150228
SA0000232,5819,5,RUT,20170126
SA0000233,5819,5,RUT,20190805
SA0000234,5819,5,RUT,20210602
SA0000235,5819,5,RUT,20161129
SA0000236,5819,5,RUT,20140621
SA0000237,5819,5,RUT,20141114
SA0000238,5819,5,RUT,20160101
SA0000239,5230,8,RUT,20171120
SA0000240,5819,5,RUT,20150704
SA0000241,5038,2,PAQ,20140909
SA0000242,5049,7,PAQ,20160120
SA0000243,0002,3,RUT,20150903
SA0000244,0002,3,RUT,20170729
SA0000245,0002,3,RUT,20160907
SA0000246,0002,3,RUT,20160603
SA0000247,0002,3,RUT,20190610
SA0000248,0002,3,RUT,20180107
SA0000249,0002,3,RUT,20180614
SA0000250,0002,3,RUT,20150124
SA0000251,0002,3,RUT,20171012
SA0000252,0002,3,RUT,20160128
SA0000253,0002,3,RUT,20151013
SA0000254,0002,3,RUT,20180224
SA0000255,0002,3,RUT,20140624
SA0000256,0002,3,RUT,20141120
SA0000257,0002,3,RUT,20180906
SA0000258,0002,3,RUT,20150617
SA0000259,0002,3,RUT,20190417
SA0000260,0008,3,RUT,20200906
SA0000261,0008,3,RUT,20180425
SA0000262,0008,3,RUT,20201225
SA0000263,5086,8,RUT,20200831
SA0000264,5409,8,RUT,20190120
SA0000265,5409,8,RUT,20211001
SA0000266,5409,8,RUT,20210729
SA0000267,5821,8,PAQ,20210129
SA0000268,5063,8,PAQ,20140714
SA0000269,5017,9,PAQ,20181108
SA0000270,5199,9,PAQ,20211127
SA0000271,5105,8,PAQ,20180528
SA0000272,5635,5,PAQ,20180605
SA0000273,5590,0,PAQ,20210115
SA0000274,5449,9,MOS,20200311
SA0000275,5449,9,MOS,20171007
SA0000276,5751,9,PAQ,20150704
SA0000277,5017,9,PAQ,20190821
SA0000278,5028,4,PAQ,20170516
SA0000279,5718,6,PAQ,20190314
SA0000280,5825,7,PAQ,20150920
SA0000281,5028,4,PAQ,20160110
SA0000282,5028,4,PAQ,20201226
SA0000283,5208,2,PAQ,20140308
SA0000284,5219,1,PAQ,20160412
SA0000285,5018,7,PAQ,20140404
SA0000286,5105,8,PAQ,20200127
SA0000287,5069,1,PAQ,20160523
SA0000288,5431,6,PAQ,20200405
SA0000289,5018,7,RUT,20180624
SA0000290,5029,7,PAQ,20171212
SA0000291,5831,9,PAQ,20160502
SA0000292,5199,9,PAQ,20160715
SA0000293,5107,1,PAQ,20170318
SA0000294,5097,1,PAQ,20201210
SA0000295,5175,8,PAQ,20150515
SA0000296,5018,7,RUT,20170110
SA0000297,5018,7,RUT,20141103
SA0000298,0105,3,MOS,20180315
SA0000299,0034,3,MOS,20150627
SA0000300,5018,7,RUT,20190513
SA0000301,5018,7,RUT,20160714
SA0000302,5018,7,RUT,20140206
SA0000303,5018,7,RUT,20161207
SA0000304,0011,3,MOS,20140829
SA0000305,5018,7,RUT,20160312
SA0000306,5024,9,PAQ,20220404
SA0000307,5615,7,PAQ,20161023
SA0000308,5094,1,PAQ,20210908
SA0000309,5806,6,PAQ,20201129
SA0000310,5018,7,PAQ,20201219
SA0000311,5740,4,PAQ,20170114
SA0000312,5214,4,PAQ,20210813
SA0000313,5028,4,PAQ,20191213
SA0000314,5326,4,PAQ,20190802
SA0000315,5615,7,PAQ,20200609
SA0000316,5199,9,PAQ,20190922
SA0000317,5093,7,PAQ,20170714
SA0000318,5046,7,PAQ,20210926
SA0000319,5166,5,PAQ,20200111
SA0000320,5701,5,PAQ,20150714
SA0000321,5686,6,PAQ,20171230
SA0000322,5359,4,PAQ,20190228
SA0000323,0095,3,MOS,20170203
SA0000324,5073,1,PAQ,20210112
SA0000325,5219,1,PAQ,20220713
SA0000326,5370,2,PAQ,20190128
SA0000327,5018,7,PAQ,20200116
SA0000328,5020,8,PAQ,20200929
SA0000329,5549,5,MOS,20191016
SA0000330,5671,7,RUT,20140427
SA0000331,5671,7,RUT,20220929
SA0000332,5671,7,RUT,20150308
SA0000333,5671,7,RUT,20151031
SA0000334,5671,7,RUT,20170816
SA0000335,5671,7,RUT,20180626
SA0000336,5734,5,RUT,20220311
SA0000337,5040,7,RUT,20171021
SA0000338,5155,1,PAQ,20191205
SA0000339,5040,7,RUT,20171016
SA0000340,0114,3,RUT,20210814
SA0000341,5040,7,RUT,20160310
SA0000342,5040,7,RUT,20141015
SA0000343,5178,1,PAQ,20200407
SA0000344,0114,3,RUT,20140822
SA0000345,5040,7,RUT,20170705
SA0000346,5326,4,PAQ,20200806
SA0000347,0114,3,RUT,20170807
SA0000348,5040,7,RUT,20200520
SA0000349,5810,5,PAQ,20171221
SA0000350,5785,2,RUT,20161005
SA0000351,0114,3,RUT,20210101
SA0000352,5018,7,PAQ,20201002
SA0000353,5082,2,RUT,20200325
SA0000354,5315,6,PAQ,20200830
SA0000355,0114,3,RUT,20161231
SA0000356,0114,3,RUT,20221112
SA0000357,5854,6,RUT,20211127
SA0000358,5854,6,RUT,20151024
SA0000359,5854,6,RUT,20161231
SA0000360,5854,6,RUT,20190417
SA0000361,5107,1,PAQ,20140824
SA0000362,0114,3,RUT,20210919
SA0000363,5827,2,RUT,20140221
SA0000364,5082,2,RUT,20190427
SA0000365,5082,2,RUT,20210706
SA0000366,5082,2,RUT,20160914
SA0000367,0114,3,RUT,20200729
SA0000368,5082,2,RUT,20151012
SA0000369,0114,3,RUT,20160813
SA0000370,5082,2,RUT,20200525
SA0000371,0098,3,RUT,20181211
SA0000372,0113,3,RUT,20191203
SA0000373,5050,7,RUT,20180810
SA0000374,5050,7,RUT,20191122
SA0000375,5050,7,RUT,20140706
SA0000376,0114,3,RUT,20220820
SA0000377,5050,7,RUT,20150902
SA0000378,0114,3,RUT,20210522
SA0000379,5074,8,RUT,20220416
SA0000380,5074,8,RUT,20160615
SA0000381,0113,3,RUT,20160824
SA0000382,0068,3,RUT,20220505
SA0000383,0068,3,RUT,20171114
SA0000384,0082,3,RUT,20190616
SA0000385,0082,3,RUT,20191107
SA0000386,0114,3,RUT,20170424
SA0000387,0114,3,RUT,20210622
SA0000388,0114,3,RUT,20220311
SA0000389,0082,3,RUT,20181020
SA0000390,5790,9,RUT,20181209
SA0000391,0114,3,RUT,20170528
SA0000392,0107,4,RUT,20180221
SA0000393,5583,6,RUT,20181004
SA0000394,5673,6,PAQ,20161210
SA0000395,5223,1,PAQ,20180712
SA0000396,5315,6,PAQ,20201223
SA0000397,5093,7,PAQ,20201004
SA0000398,5635,5,PAQ,20161223
SA0000399,5583,6,RUT,20190609
SA0000400,5645,6,PAQ,20190215
SA0000401,5583,6,RUT,20190512
SA0000402,5208,2,PAQ,20180203
SA0000403,5051,8,PAQ,20170511
SA0000404,5745,8,PAQ,20170107
SA0000405,5029,7,PAQ,20161110
SA0000406,5088,4,RUT,20140123
SA0000407,5088,4,RUT,20200625
SA0000408,5088,4,RUT,20180426
SA0000409,5088,4,RUT,20220731
SA0000410,5449,9,RUT,20220609
SA0000411,5449,9,MOS,20200607
SA0000412,5449,9,MOS,20150829
SA0000413,5449,9,MOS,20210630
SA0000414,5653,8,PAQ,20180522
SA0000415,5653,8,PAQ,20220422
SA0000416,5020,8,PAQ,20140128
SA0000417,5063,8,PAQ,20201013
SA0000418,5449,9,MOS,20221105
SA0000419,5018,7,PAQ,20140114
SA0000420,5199,9,PAQ,20181117
SA0000421,5020,8,PAQ,20220321
SA0000422,5155,1,PAQ,20170908
SA0000423,5449,9,MOS,20210501
SA0000424,5026,2,PAQ,20150612
SA0000425,5024,9,PAQ,20210325
SA0000426,5359,4,PAQ,20180513
SA0000427,5208,2,PAQ,20160304
SA0000428,5026,2,PAQ,20210309
SA0000429,5449,9,MOS,20210805
SA0000430,0007,3,MOS,20210829
SA0000431,0081,3,MOS,20150909
SA0000432,5020,8,PAQ,20170330
SA0000433,5121,1,PAQ,20171101
SA0000434,0011,3,MOS,20180225
SA0000435,5105,8,PAQ,20140305
SA0000436,0114,3,RUT,20190529
SA0000437,0114,3,RUT,20160731
SA0000438,5831,9,PAQ,20191229
SA0000439,0114,3,RUT,20160422
SA0000440,5155,1,PAQ,20221103
SA0000441,5315,6,PAQ,20141121
SA0000442,5117,1,PAQ,20140311
SA0000443,0011,3,MOS,20200817
SA0000444,5368,0,PAQ,20141209
SA0000445,5368,0,PAQ,20180321
SA0000446,5370,2,PAQ,20170912
SA0000447,5081,2,RUT,20150619
SA0000448,5081,2,RUT,20170611
SA0000449,5081,2,RUT,20160311
SA0000450,5081,2,RUT,20190410
SA0000451,5851,5,PAQ,20190529
SA0000452,5851,5,PAQ,20190427
SA0000453,5431,6,PAQ,20200108
SA0000454,5214,4,PAQ,20190427
SA0000455,5081,2,RUT,20160105
SA0000456,5359,4,PAQ,20220705
SA0000457,5081,2,RUT,20190709
SA0000458,5026,2,PAQ,20210407
SA0000459,5028,4,PAQ,20181105
SA0000460,5013,7,RUT,20180827
SA0000461,5013,7,RUT,20210602
SA0000462,0011,3,MOS,20171108
SA0000463,5370,2,RUT,20190505
SA0000464,5370,2,RUT,20180604
SA0000465,5081,2,RUT,20200716
SA0000466,0105,3,MOS,20160303
SA0000467,5370,2,RUT,20150518
SA0000468,5081,2,RUT,20161212
SA0000469,0083,3,MOS,20181124
SA0000470,5128,2,RUT,20160821
SA0000471,5128,2,RUT,20180704
SA0000472,5370,2,RUT,20190813
SA0000473,5001,7,RUT,20170710
SA0000474,5001,7,RUT,20180429
SA0000475,5001,7,RUT,20220114
SA0000476,5001,7,RUT,20150313
SA0000477,5001,7,RUT,20140826
SA0000478,5001,7,RUT,20141223
SA0000479,5001,7,RUT,20150917
SA0000480,5001,7,RUT,20190729
SA0000481,5001,7,RUT,20201102
SA0000482,5001,7,RUT,20200116
SA0000483,5255,2,RUT,20180902
SA0000484,5370,2,RUT,20141025
SA0000485,5370,2,RUT,20150817
SA0000486,5745,8,PAQ,20200826
SA0000487,0008,3,PAQ,20181212
SA0000488,5423,7,PAQ,20181110
SA0000489,0107,4,RUT,20180911
SA0000490,0107,4,RUT,20181225
SA0000491,0107,4,RUT,20210625
SA0000492,5831,9,PAQ,20171128
SA0000493,0107,4,RUT,20170319
SA0000494,5308,4,PAQ,20190406
SA0000495,0114,3,RUT,20221226
SA0000496,0114,3,RUT,20170507
SA0000497,0114,3,RUT,20170605
SA0000498,5080,2,RUT,20161229
SA0000499,5080,2,RUT,20151004
SA0000500,5080,2,RUT,20200825
SA0000501,5080,2,RUT,20171209
SA0000502,5080,2,RUT,20151021
SA0000503,5080,2,RUT,20161021
SA0000504,5080,2,RUT,20210923
SA0000505,5184,2,PAQ,20151110
SA0000506,0083,3,MOS,20170207
SA0000507,5131,1,RUT,20200204
SA0000508,5131,1,RUT,20140303
SA0000509,5132,1,RUT,20220410
SA0000510,5132,1,RUT,20210828
SA0000511,5453,1,RUT,20150528
SA0000512,5135,1,RUT,20150219
SA0000513,5135,1,RUT,20180719
SA0000514,5135,1,RUT,20160218
SA0000515,5217,1,RUT,20211030
SA0000516,5223,1,RUT,20180503
SA0000517,5223,1,RUT,20170803
SA0000518,5223,1,RUT,20170422
SA0000519,5223,1,RUT,20170804
SA0000520,5134,1,RUT,20150219
SA0000521,5134,1,RUT,20140816
SA0000522,5080,2,RUT,20150604
SA0000523,5184,2,PAQ,20140709
SA0000524,5080,2,RUT,20140730
SA0000525,5080,2,RUT,20220207
SA0000526,5184,2,PAQ,20200622
SA0000527,5821,8,PAQ,20150909
SA0000528,5804,7,PAQ,20180518
SA0000529,5740,4,PAQ,20221014
SA0000530,5018,7,PAQ,20150320
SA0000531,5093,7,PAQ,20160428
SA0000532,5074,8,PAQ,20150212
SA0000533,5063,8,PAQ,20161012
SA0000534,0083,3,MOS,20150322
SA0000535,5028,4,PAQ,20150512
SA0000536,5026,2,PAQ,20140607
SA0000537,5490,4,PAQ,20170309
SA0000538,5050,7,PAQ,20220218
SA0000539,5806,6,PAQ,20151024
SA0000540,5199,9,PAQ,20150203
SA0000541,5020,8,PAQ,20220421
SA0000542,5050,7,PAQ,20160511
SA0000543,5452,6,PAQ,20210822
SA0000544,5024,9,PAQ,20180220
SA0000545,5028,4,PAQ,20150927
SA0000546,5028,4,PAQ,20140721
SA0000547,5178,1,PAQ,20211105
SA0000548,5018,7,PAQ,20181120
SA0000549,5686,6,PAQ,20221207
SA0000550,0105,3,MOS,20150306
SA0000551,5026,2,RUT,20210208
SA0000552,5026,2,RUT,20150109
SA0000553,5026,2,RUT,20200530
SA0000554,0032,4,MOS,20190921
SA0000555,5026,2,RUT,20150712
SA0000556,5032,8,RUT,20201006
SA0000557,5825,7,PAQ,20220829
SA0000558,5032,8,RUT,20151012
SA0000559,5825,7,PAQ,20200414
SA0000560,5653,8,PAQ,20190809
SA0000561,5028,4,PAQ,20201208
SA0000562,5026,2,RUT,20150804
SA0000563,5315,6,PAQ,20220910
SA0000564,5020,8,PAQ,20151121
SA0000565,5039,7,PAQ,20150728
SA0000566,0105,3,MOS,20190930
SA0000567,5026,2,RUT,20160109
SA0000568,5026,2,RUT,20151012
SA0000569,5026,2,RUT,20180503
SA0000570,5743,9,PAQ,20221107
SA0000571,5452,6,PAQ,20201103
SA0000572,5645,6,PAQ,20160127
SA0000573,5020,8,PAQ,20210310
SA0000574,0105,3,MOS,20200408
SA0000575,0008,3,PAQ,20211123
SA0000576,5026,2,RUT,20211217
SA0000577,0089,3,MOS,20171116
SA0000578,5026,2,RUT,20210610
SA0000579,5046,7,PAQ,20170404
SA0000580,5615,7,PAQ,20190422
SA0000581,5026,2,RUT,20180429
SA0000582,0096,3,MOS,20210215
SA0000583,5026,2,RUT,20150517
SA0000584,0096,3,MOS,20211020
SA0000585,5449,9,RUT,20140219
SA0000586,5449,9,RUT,20171024
SA0000587,5449,9,RUT,20201018
SA0000588,5449,9,RUT,20200524
SA0000589,0114,3,RUT,20170325
SA0000590,0114,3,RUT,20170205
SA0000591,5853,2,RUT,20201219
SA0000592,5853,2,RUT,20160217
SA0000593,5853,2,RUT,20171128
SA0000594,5853,2,RUT,20160324
SA0000595,5853,2,RUT,20170912
SA0000596,5853,2,RUT,20150729
SA0000597,5853,2,RUT,20210620
SA0000598,5853,2,RUT,20180209
SA0000599,5853,2,RUT,20200416
SA0000600,5853,2,RUT,20191030
SA0000601,5853,2,RUT,20220926
SA0000602,5853,2,RUT,20180917
SA0000603,5026,2,RUT,20140309
SA0000604,5026,2,RUT,20181127
SA0000605,5026,2,RUT,20211024
SA0000606,5026,2,RUT,20211212
SA0000607,5853,2,RUT,20180929
SA0000608,5853,2,RUT,20180527
SA0000609,5853,2,RUT,20170210
SA0000610,5218,8,PAQ,20160531
SA0000611,5252,8,PAQ,20220409
SA0000612,5490,4,PAQ,20220812
SA0000613,5219,1,PAQ,20150707
SA0000614,5018,7,PAQ,20161013
SA0000615,0096,3,MOS,20201105
SA0000616,0082,3,RUT,20211019
SA0000617,0082,3,RUT,20140704
SA0000618,0114,3,RUT,20200421
SA0000619,5785,2,RUT,20150727
SA0000620,5556,5,PAQ,20200319
SA0000621,0114,3,RUT,20170330
SA0000622,5431,6,PAQ,20210527
SA0000623,0114,3,RUT,20201014
SA0000624,5785,2,RUT,20190401
SA0000625,5785,2,RUT,20201009
SA0000626,5219,1,PAQ,20150708
SA0000627,0105,3,MOS,20140823
SA0000628,5146,1,PAQ,20170829
SA0000629,5038,2,PAQ,20140527
SA0000630,5199,9,PAQ,20220117
SA0000631,5024,9,PAQ,20180504
SA0000632,5208,2,PAQ,20200814
SA0000633,5697,6,PAQ,20221004
SA0000634,0026,3,MOS,20190104
SA0000635,5107,1,PAQ,20160303
SA0000636,5028,4,PAQ,20170524
SA0000637,5075,8,PAQ,20221103
SA0000638,5020,8,PAQ,20190609
SA0000639,5117,1,PAQ,20220916
SA0000640,5018,7,PAQ,20220720
SA0000641,5038,2,PAQ,20150607
SA0000642,5615,7,PAQ,20210130
SA0000643,5645,6,PAQ,20200311
SA0000644,5018,7,PAQ,20200318
SA0000645,5176,8,RUT,20190926
SA0000646,5093,7,PAQ,20181005
SA0000647,5178,1,PAQ,20190507
SA0000648,5370,2,PAQ,20181120
SA0000649,0112,0,MOS,20140824
SA0000650,5452,6,PAQ,20200808
SA0000651,5049,7,PAQ,20190524
SA0000652,5046,7,PAQ,20190516
SA0000653,5024,9,PAQ,20200203
SA0000654,5020,8,PAQ,20190806
SA0000655,5146,1,PAQ,20160809
SA0000656,0089,3,MOS,20221103
SA0000657,5195,7,PAQ,20190210
SA0000658,5050,7,PAQ,20220530
SA0000659,5026,2,PAQ,20191012
SA0000660,5028,4,PAQ,20200509
SA0000661,5176,8,RUT,20160118
SA0000662,5176,8,RUT,20150419
SA0000663,5176,8,RUT,20190422
SA0000664,0105,3,MOS,20180719
SA0000665,5193,2,RUT,20160915
SA0000666,5431,6,RUT,20191227
SA0000667,5431,6,RUT,20190612
SA0000668,5485,5,RUT,20190616
SA0000669,5669,6,RUT,20190311
SA0000670,5669,6,RUT,20150524
SA0000671,5669,6,RUT,20210909
SA0000672,5431,6,RUT,20140302
SA0000673,5431,6,RUT,20140403
SA0000674,0007,3,MOS,20210123
SA0000675,0032,4,MOS,20200212
SA0000676,5431,6,RUT,20191022
SA0000677,5017,9,PAQ,20160115
SA0000678,5751,9,PAQ,20210420
SA0000679,5431,6,RUT,20220126
SA0000680,5075,8,PAQ,20210406
SA0000681,5235,5,PAQ,20180913
SA0000682,5777,7,RUT,20210323
SA0000683,5219,1,PAQ,20211104
SA0000684,5174,8,PAQ,20200224
SA0000685,5423,7,PAQ,20151115
SA0000686,5016,7,PAQ,20170702
SA0000687,5210,8,PAQ,20210430
SA0000688,5210,8,PAQ,20190816
SA0000689,5777,7,RUT,20140206
SA0000690,5775,7,RUT,20170215
SA0000691,5653,8,PAQ,20140721
SA0000692,5840,7,PAQ,20170209
SA0000693,5093,7,PAQ,20170909
SA0000694,5017,9,PAQ,20191003
SA0000695,5029,7,PAQ,20221222
SA0000696,5778,6,RUT,20140928
SA0000697,5705,6,RUT,20141017
SA0000698,5070,1,RUT,20210512
SA0000699,5070,1,RUT,20200910
SA0000700,5070,1,RUT,20191213
SA0000701,5070,1,RUT,20150328
SA0000702,5070,1,RUT,20170422
SA0000703,5070,1,RUT,20160113
SA0000704,5481,8,RUT,20150813
SA0000705,5481,8,RUT,20150811
SA0000706,5039,7,RUT,20150428
SA0000707,5039,7,RUT,20180414
SA0000708,5195,7,RUT,20190621
SA0000709,5195,7,RUT,20180808
SA0000710,5760,8,RUT,20220522
SA0000711,5449,9,MOS,20190705
SA0000712,5760,8,RUT,20160827
SA0000713,5200,8,RUT,20160226
SA0000714,5825,7,PAQ,20161114
SA0000715,5200,8,RUT,20200509
SA0000716,0010,3,RUT,20201003
SA0000717,0010,3,RUT,20190313
SA0000718,5219,1,RUT,20150614
SA0000719,5219,1,RUT,20160720
SA0000720,5091,1,RUT,20171007
SA0000721,5100,1,RUT,20220307
SA0000722,5100,1,RUT,20150610
SA0000723,0114,3,RUT,20140501
SA0000724,5671,7,RUT,20161101
SA0000725,5219,1,PAQ,20221019
SA0000726,5235,5,PAQ,20210103
SA0000727,5128,2,PAQ,20220523
SA0000728,5600,5,PAQ,20191112
SA0000729,5049,7,PAQ,20180309
SA0000730,5093,7,PAQ,20170623
SA0000731,5669,6,PAQ,20200114
SA0000732,5431,6,PAQ,20221102
SA0000733,5178,1,PAQ,20201112
SA0000734,5017,9,PAQ,20160726
SA0000735,5040,7,RUT,20140615
SA0000736,5040,7,RUT,20180603
SA0000737,5609,5,RUT,20171105
SA0000738,0114,3,RUT,20160513
SA0000739,5638,1,RUT,20160229
SA0000740,5638,1,RUT,20210403
SA0000741,5638,1,RUT,20161225
SA0000742,5210,8,PAQ,20211220
SA0000743,5449,9,MOS,20210207
SA0000744,5449,9,MOS,20140309
SA0000745,5146,1,PAQ,20160422
SA0000746,5191,1,PAQ,20151029
SA0000747,5028,4,PAQ,20141207
SA0000748,5028,4,PAQ,20190908
SA0000749,5028,4,PAQ,20161115
SA0000750,5804,7,PAQ,20190204
SA0000751,5165,4,PAQ,20180405
SA0000752,0075,3,MOS,20170903
SA0000753,5024,9,PAQ,20220404
SA0000754,5199,9,PAQ,20190219
SA0000755,5049,7,PAQ,20210927
SA0000756,5740,4,PAQ,20140411
SA0000757,5050,7,RUT,20200405
SA0000758,5050,7,PAQ,20170716
SA0000759,5050,7,RUT,20180108
SA0000760,5018,7,PAQ,20150916
SA0000761,5046,7,PAQ,20181207
SA0000762,5050,7,RUT,20200130
SA0000763,5452,6,PAQ,20211201
SA0000764,5615,7,PAQ,20210824
SA0000765,5125,2,PAQ,20181028
SA0000766,5199,9,PAQ,20140218
SA0000767,5370,2,PAQ,20200409
SA0000768,5734,5,RUT,20160830
SA0000769,5020,8,PAQ,20200527
SA0000770,5734,5,RUT,20151008
SA0000771,5178,1,PAQ,20151129
SA0000772,0032,4,MOS,20150123
SA0000773,0007,3,MOS,20190110
SA0000774,0032,4,MOS,20140225
SA0000775,5745,8,RUT,20190817
SA0000776,5745,8,RUT,20150705
SA0000777,5028,4,RUT,20200427
SA0000778,5028,4,RUT,20140728
SA0000779,5421,6,RUT,20220728
SA0000780,5421,6,RUT,20220822
SA0000781,5421,6,RUT,20180716
SA0000782,5133,1,RUT,20221014
SA0000783,5133,1,RUT,20150620
SA0000784,5214,4,RUT,20181104
SA0000785,5214,4,RUT,20201214
SA0000786,5214,4,RUT,20200925
SA0000787,5214,4,RUT,20170709
SA0000788,5214,4,RUT,20140830
SA0000789,5214,4,RUT,20220924
SA0000790,5645,6,PAQ,20140525
SA0000791,5028,4,PAQ,20160401
SA0000792,5178,1,PAQ,20180424
SA0000793,5219,1,PAQ,20191124
SA0000794,5097,1,PAQ,20181123
SA0000795,5038,2,PAQ,20210509
SA0000796,5483,4,RUT,20190207
SA0000797,5483,4,RUT,20141222
SA0000798,5483,4,RUT,20190311
SA0000799,5155,1,RUT,20160116
SA0000800,5155,1,RUT,20170519
SA0000801,5155,1,RUT,20190908
SA0000802,5092,7,RUT,20210926
SA0000803,5092,7,RUT,20220821
SA0000804,5092,7,RUT,20161018
SA0000805,5092,7,RUT,20201103
SA0000806,5245,7,RUT,20161021
SA0000807,5479,6,RUT,20140102
SA0000808,5251,1,RUT,20150216
SA0000809,5251,1,RUT,20200527
SA0000810,5135,1,RUT,20170921
SA0000811,5135,1,RUT,20140609
SA0000812,5223,1,RUT,20150821
SA0000813,5223,1,RUT,20221028
SA0000814,5088,4,RUT,20200116
SA0000815,5088,4,RUT,20180312
SA0000816,5088,4,RUT,20200306
SA0000817,0007,3,MOS,20161205
